registro,type,modified,language,license,rightsHolder,accessRights,bibliographicCitation,references,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,occurrenceStatus,preparations,disposition,associatedMedia,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOccurrences,associatedOrganisms,previousIdentifications,organismRemarks,materialSampleID,eventID,parentEventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,verbatimLocality,minimumElevationInMeters,maximumElevationInMeters,verbatimElevation,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,identificationQualifier,typeStatus,identifiedBy,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,_class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,measurementID,measurementType,measurementValue,measurementAccuracy,measurementUnit,measurementDeterminedBy,measurementDeterminedDate,measurementMethod,measurementRemarks,resourceRelationshipID,resourceID,relatedResourceID,relationshipOfResource,relationshipAccordingTo,relationshipEstablishedDate,relationshipRemarks,uniprot
3238,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10552,TULV10552,4056,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/ZSYnmF,,,,,,,,,,,,,,,,,4/15/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Choco.",,100,100,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,J. Betancur,6/23/2017,,,,,,,,,,,,Ronnbergia germinyana (Carrière) Aguirre-Santoro,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Poales,BROMELIACEAE,Ronnbergia,,germinyana,,Especie,,(Carrière) Aguirre-Santoro,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2637981
3239,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10553,TULV10553,3510,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/ZQjifo,,,,,,,,,,,,,,,,,11/18/1992,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeografica del Choco.",,130,130,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,J. Betancur,6/23/2017,,,,,,,,,,,,Ronnbergia germinyana (Carrière) Aguirre-Santoro,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Poales,BROMELIACEAE,Ronnbergia,,germinyana,,Especie,,(Carrière) Aguirre-Santoro,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2625163
3240,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV11207,TULV11207,674,"K. S. Edwards, W. Devia",,,,,,,,,,,,https://flic.kr/p/FTpYGn,,,,,,,,,,,,,,,,,6/10/1994,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Bendiciones,"30 Km. on road Buenaventura-Cali, Bendiciones, Highly altered pluvial forest.",,330,330,,,,,,,,,3.8667,-76.8167,WGS84,,,,,03°52'00''N,76°49'00''W,grados minutos segundos,,,,,"K. S. Edwards, W. Devia",,,,,,,,,,,,,,,,,,,,,,,,,,,J. Betancur,6/23/2017,,,,,,,,,,,,Pitcairnia lepidopetalon L.B.Sm.,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Poales,BROMELIACEAE,Pitcairnia,,lepidopetalon,,Especie,,L.B.Sm.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1499541
3241,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV11419,TULV11419,560,"X. Londoño, M. Kobayashi",,,,,,,,,,,,https://flic.kr/p/ZQvMi5,,,,,,,,,,,,,,,,,11/10/1990,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Amazonas,Leticia,,"Parque Nacional  Natural de Amacayuca - INDERENA, trocha Matamatá - Amacayuca km 4.5",,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Betancur,6/23/2017,,,,,,,,,,,,Heliconia juruana Loes.,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Zingiberales,HELICONIACEAE,Heliconia,,juruana,,Especie,,Loes.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1499541
3242,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV11440,TULV11440,3578,"W. J. Kress, J. Betancur. M. Mejia",,,,,,,,,,,,https://flic.kr/p/FWzCjv,,,,,,,,,,,,,,,,,2/13/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Cundinamarca,Bogotá,,"Road between Bogotá and Villeta, near Sasaima, small tributary of Rio Dulce. On slopes of old secondary growth above small stream.",,1100,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Betancur,6/23/2017,,,,,,,,,,,,Heliconia laxa Abalo & G.Morales,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Zingiberales,HELICONIACEAE,Heliconia,,laxa,,Especie,,Abalo & G.Morales,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1499541
3243,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV11444,TULV11444,3578,"W. J. Kress, J. Betancur. M. Mejia",,,,,,,,,,,,https://flic.kr/p/ZTawRk,,,,,,,,,,,,,,,,,2/13/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Cundinamarca,Bogotá,,"Road between Bogotá and Villeta, near Sasaima, small tributary of Rio Dulce. On slopes of old secondary growth above small stream.",,1100,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Betancur,6/23/2017,,,,,,,,,,,,Heliconia laxa Abalo & G.Morales,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Zingiberales,HELICONIACEAE,Heliconia,,laxa,,Especie,,Abalo & G.Morales,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1499541
3244,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV11446,TULV11446,3578,"W. J. Kress, J. Betancur. M. Mejia",,,,,,,,,,,,https://flic.kr/p/ZTamYK,,,,,,,,,,,,,,,,,2/13/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Cundinamarca,Bogotá,,"Road between Bogotá and Villeta, near Sasaima, small tributary of Rio Dulce. On slopes of old secondary growth above small stream.",,1100,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Betancur,6/23/2017,,,,,,,,,,,,Heliconia laxa Abalo & G.Morales,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Zingiberales,HELICONIACEAE,Heliconia,,laxa,,Especie,,Abalo & G.Morales,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1499541
3245,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV11448,TULV11448,3578,"W. J. Kress, J. Betancur. M. Mejia",,,,,,,,,,,,https://flic.kr/p/YNvFE3,,,,,,,,,,,,,,,,,2/13/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Cundinamarca,Bogotá,,"Road between Bogotá and Villeta, near Sasaima, small tributary of Rio Dulce. On slopes of old secondary growth above small stream.",,1100,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Betancur,6/23/2017,,,,,,,,,,,,Heliconia laxa Abalo & G.Morales,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Zingiberales,HELICONIACEAE,Heliconia,,laxa,,Especie,,Abalo & G.Morales,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1499541
3246,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV11453,TULV11453,3578,"W. J. Kress, J. Betancur. M. Mejia",,,,,,,,,,,,https://flic.kr/p/ZT9YF8,,,,,,,,,,,,,,,,,2/13/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Cundinamarca,Bogotá,,"Road between Bogotá and Villeta, near Sasaima, small tributary of Rio Dulce. On slopes of old secondary growth above small stream.",,1100,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Betancur,6/23/2017,,,,,,,,,,,,Heliconia laxa Abalo & G.Morales,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Zingiberales,HELICONIACEAE,Heliconia,,laxa,,Especie,,Abalo & G.Morales,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1499541
3247,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV11837,TULV11837,1358,"J. Smith, R. Bernal, X. Londoño, W. Devia",,,,,,,,,,,,https://flic.kr/p/ZHDfe7,,,,,,,,,,,,,,,,,2/17/1989,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Calima El Darien,Campoalegre,"From Campoalegre into area controlled by Corporacion Valle del Cauca, trail uphill behind last camp (El Chanco) area with few large trees",,700,700,,,,,,,,,4,-76.6667,WGS84,,,,,04°00'00''N,76°40'00''W,grados minutos segundos,,,,,"J. Smith, R. Bernal, X. Londoño, W. Devia",,,,,,,,,,,,,,,,,,,,,,,,,,,J. Betancur,6/23/2017,,,,,,,,,,,,Guzmania gracilior L.B.Sm.,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Poales,BROMELIACEAE,Guzmania,,gracilior,,Especie,,L.B.Sm.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1499541
3248,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV11867,TULV11867,1377,"J. Smith, R. Bernal, X. Londoño, W. Devia",,,,,,,,,,,,https://flic.kr/p/ZNhBC5,,,,,,,,,,,,,,,,,2/18/1989,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Calima El Darien,Campoalegre,"Trail leading from Campoalegre into area controlled by Corporacion Valle del Cauca, trail from last camp (El Chanco) across stream via cable cart uphill and to left to CVC altitude marker",,610,610,,,,,,,,,4,-76.6667,WGS84,,,,,04°00'00''N,76°40'00''W,grados minutos segundos,,,,,"J. Smith, R. Bernal, X. Londoño, W. Devia",,,,,,,,,,,,,,,,,,,,,,,,,,,J. Betancur,6/23/2017,,,,,,,,,,,,Ronnbergia  maidifolia Mez,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Poales,BROMELIACEAE,Ronnbergia,,maidifolia,,Especie,,Mez,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1499541
3249,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV11942,TULV11942,1380,"J. Smith, R. Bernal, X. Londoño, W. Devia",,,,,,,,,,,,https://flic.kr/p/CJ1jCE,,,,,,,,,,,,,,,,,2/18/1989,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Calima El Darien,Campoalegre,"Trail leading from Campoalegre into area controlled by Corporacion Valle del Cauca, trail from last camp (El Chanco) across stream via cable cart uphill and to left to CVC altitude marker,",,610,610,,,,,,,,,4,-76.6667,WGS84,,,,,04°00'00''N,76°40'00''W,grados minutos segundos,,,,,"J. Smith, R. Bernal, X. Londoño, W. Devia",,,,,,,,,,,,,,,,,,,,,,,,,,,J. Betancur,6/23/2017,,,,,,,,,,,,Pitcairnia  macranthera André,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Poales,BROMELIACEAE,Pitcairnia,,macranthera,,Especie,,André,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1499541
3250,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV12202,TULV12202,4128,"W. Devia, R. Bernal, G. Galeano",,,,,,,,,,,,https://flic.kr/p/CMc1vC,,,,,,,,,,,,,,,,,5/16/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Putumayo,Puerto Leguízamo,,Parque Nacional Natural La Paya.,,200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Betancur,6/23/2017,,,,,,,,,,,,Heliconia marginata (Griggs) Pittier,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Zingiberales,HELICONIACEAE,Heliconia,,marginata,,Especie,,(Griggs) Pittier,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1499541
3251,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV12203,TULV12203,4128,"W. Devia, R. Bernal, G. Galeano",,,,,,,,,,,,https://flic.kr/p/ZNsrAm,,,,,,,,,,,,,,,,,5/16/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Putumayo,Puerto Leguízamo,,Parque Nacional Natural La Paya.,,200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Betancur,6/23/2017,,,,,,,,,,,,Heliconia marginata (Griggs) Pittier,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Zingiberales,HELICONIACEAE,Heliconia,,marginata,,Especie,,(Griggs) Pittier,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1499541
3252,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV12204,TULV12204,4127,"W. Devia, R. Bernal, G. Galeano",,,,,,,,,,,,https://flic.kr/p/ZQwxoQ,,,,,,,,,,,,,,,,,5/16/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Putumayo,Puerto Leguízamo,,Parque Nacional Natural La Paya.,,200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Betancur,6/23/2017,,,,,,,,,,,,Heliconia schumanniana Loes.,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Zingiberales,HELICONIACEAE,Heliconia,,schumanniana,,Especie,,Loes.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1499541
3253,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV12217,TULV12217,3920,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/YNmmRj,,,,,,,,,,,,,,,,,3/26/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Choco.",,100,100,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,J. Betancur,6/23/2017,,,,,,,,,,,,Ronnbergia germinyana (Carrière) Aguirre-Santoro,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Poales,BROMELIACEAE,Ronnbergia,,germinyana,,Especie,,(Carrière) Aguirre-Santoro,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1499541
3254,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV12247,TULV12247,4527,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",,,,,,,,,,,,https://flic.kr/p/CEmGGd,,,,,,,,,,,,,,,,,9/17/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Reserva Natural río Escalerete, bosque pluvial Tropical.",,100,100,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,J. Betancur,6/23/2017,,,,,,,,,,,,Guzmania scherzeriana Mez,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Poales,BROMELIACEAE,Guzmania,,scherzeriana,,Especie,,Mez,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1499541
3255,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV12483,TULV12483,3383,"W. Devia, H. Acevedo",,,,,,,,,,,,https://flic.kr/p/ZTbuVK,,,,,,,,,,,,,,,,,6/9/1992,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Zabaletas,Corregimietno Zabaletas-Bueneventura.,,300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf. spathocircinata,,J. Betancur,6/23/2017,,,,,,,,,,,,Heliconia spathocircinata Aristeg.,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Zingiberales,HELICONIACEAE,Heliconia,,spathocircinata,,Especie,,Aristeg.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1499541
3256,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV13996,TULV13996,3552,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/ZNja2L,,,,,,,,,,,,,,,,,11/19/1992,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Choco.",,130,130,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,J. Betancur,6/23/2017,,,,,,,,,,,,Ronnbergia tonduzii (Mez & Pittier ex Mez) Aguirre-Santoro,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Poales,BROMELIACEAE,Ronnbergia,,tonduzii,,Especie,,(Mez & Pittier ex Mez) Aguirre-Santoro,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1499541
3257,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV13999,TULV13999,4059,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/YKiE6d,,,,,,,,,,,,,,,,,4/15/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Choco.",,100,100,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,J. Betancur,6/23/2017,,,,,,,,,,,,Pitcairnia lepidopetalon L.B.Sm.,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Poales,BROMELIACEAE,Pitcairnia,,lepidopetalon,,Especie,,L.B.Sm.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2637981
3258,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV14000,TULV14000,3744,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/YKkLHs,,,,,,,,,,,,,,,,,3/28/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Choco.",,100,100,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,J. Betancur,6/23/2017,,,,,,,,,,,,Pitcairnia lepidopetalon L.B.Sm.,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Poales,BROMELIACEAE,Pitcairnia,,lepidopetalon,,Especie,,L.B.Sm.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,3597
3259,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV14001,TULV14001,4102,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/ZQt8YQ,,,,,,,,,,,,,,,,,4/16/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, Bosque pluvial Tropical, Región Fitogeográfica del Choco.",,100,100,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,J. Betancur,6/23/2017,,,,,,,,,,,,Vriesea  chontalensis (Baker) L.B.Sm,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Poales,BROMELIACEAE,Vriesea,,chontalensis,,Especie,,(Baker) L.B.Sm,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1075373
3260,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV14002,TULV14002,3470,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/FPLzzT,,,,,,,,,,,,,,,,,11/17/1992,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Choco.",,130,130,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,J. Betancur,6/23/2017,,,,,,,,,,,,Guzmania sprucei (André) L.B.Sm.,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Poales,BROMELIACEAE,Guzmania,,sprucei,,Especie,,(André) L.B.Sm.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1075373
